stationReference,lat,long
4003,52.52039,-1.751178
1645TH,51.752648,-1.281126
1675TH,51.730973,-1.251352
724700,54.039446,-2.780563
52151,51.149147,-3.061825
4063TH,51.397462,-0.230955
724427,54.105893,-2.605757
L2201,54.097025,-1.394348
0490TH,51.654587,-1.849612
52114,50.964926,-2.912024
2821TH,51.668568,-0.287687
E1550,51.194615,0.278452
685517,53.395655,-3.121735
E2261,51.202357,0.515045
2453TH,51.237321,-0.859739
4078,52.902503,-1.834928
2619,51.887632,-2.251427
1460_w1TH,51.861393,-1.30321
E8001,50.895273,0.24023
47117,50.531278,-4.221847
E10380,50.983264,-0.669759
L1305,53.655883,-1.562677
5327TH,51.691132,0.015788
L1801,53.697646,-1.023804
1420TH,52.066379,-1.333286
E8980,50.828848,-0.24883
50136,51.118685,-4.048455
43160,51.061054,-1.794476
2419TH,51.237339,-0.736289
693333,53.343712,-2.232417
53136,51.602656,-2.124925
5470TH,51.640481,0.081584
1082TH,51.789786,-1.484269
44205,50.712042,-2.414359
2900TH,51.431611,-0.512248
4129,52.376154,-1.814434
023003,55.053183,-2.148665
43123,50.928396,-1.777288
4031,53.053456,-1.793028
E43214,51.809363,1.217564
46123,50.582293,-3.898034
E8312,50.915667,0.043425
2832,52.779686,-3.037866
720248,53.862594,-2.790936
L0669,53.423952,-1.416682
E21034,52.145596,-0.405558
49123,50.458709,-4.604746
3075TH,51.287835,-0.505999
0903TH,51.698716,-1.534037
L3311,53.733596,-0.230199
692710,53.408784,-2.252674
693421,53.251492,-2.120243
1416TH,52.114915,-1.315184
E70939,55.007415,-1.439769
E70924,55.00744,-1.43978
2188,51.926224,-2.197575
2090,52.38548,-1.26252
712153,53.84567,-2.22323
E23036,52.359187,1.182279
E23296,52.725484,0.990183
F2515,54.227169,-0.788071
L2452,53.964636,-1.111032
724320,54.113463,-2.510184
E10023,51.061034,-0.335071
E1541,51.144544,0.168468
E19023,52.085111,-0.267906
4069,52.631289,-1.697508
E2846,53.406624,-0.44906
700408,53.655882,-2.760429
2016,52.723597,-2.609812
0890TH,51.692891,-1.672984
E1170,51.172391,-0.006617
F2603,54.301579,-0.423296
F0908,53.529564,-1.141573
E12660,50.890128,-1.38803
L2007,53.903016,-1.552492
E1727,53.113634,-0.600069
763308,54.914677,-2.803045
51111,51.159618,-3.320133
L0808,53.551557,-1.439985
2104,52.180399,-1.87505
53127,51.38438,-2.37652
730404,54.343531,-2.733522
E8340,51.021082,-0.073715
F0402,53.373245,-1.46412
F3523,54.50509,-1.948998
713040,53.811176,-2.531031
L0933,53.57617,-1.176242
F1707,53.801534,-1.574829
43114,51.302514,-1.809882
4022,53.131855,-0.803653
46114,50.533259,-3.657787
F2320,54.253557,-1.424704
E23931,52.649186,1.567619
0184TH,51.61322,-1.87404
L1607,53.838116,-1.828238
2849TH,51.645553,-0.436992
L2480,53.962611,-1.057605
E61901,52.135918,-0.996201
E21150,52.745921,1.570233
4326TH,51.422952,-0.007672
3028TH,51.101202,-0.825956
4386TH,51.431438,0.027081
45218,50.8568,-3.058949
47173,50.726814,-4.203103
45120,50.949994,-3.506375
024016,54.646651,-1.672987
E22678,51.971749,0.940326
2290TH,51.432797,-1.066995
L2406,53.958791,-1.085536
2810TH,51.718066,-0.219123
47136,50.440154,-4.298799
735123,54.422024,-2.98839
2442TH,51.263973,-0.950093
E23115,52.167176,1.05147
L2035,53.880307,-1.355437
53192,51.542061,-2.385953
E73639,54.650691,-3.56717
E73624,54.65072,-3.56717
3839TH,51.562196,-0.27948
0240120,54.776573,-1.57257
750917,54.601275,-3.1492
2132,52.359087,-2.876144
53155,51.34297,-2.266608
44224,50.613227,-1.971617
694063,53.374184,-2.653505
763201,54.894613,-2.686767
50118,50.843021,-4.122236
023022,55.181833,-2.45222
E15280,51.440152,0.113674
1925TH,51.817792,-0.801624
F1104,53.641316,-1.795095
720763,53.926518,-3.00474
E21647,52.144358,-0.316453
3280TH,51.294985,-0.336089
48158,50.311776,-4.800075
E22358,52.326416,0.578416
0710TH,51.569689,-1.735909
F2311,54.145714,-1.36005
680525,53.258272,-2.51651
4730TH,51.876889,-0.28128
722421,54.310113,-2.582471
E1435,53.689056,-0.441274
L2309,54.381959,-1.929135
4790TH,51.803418,-0.141267
692419,53.566913,-2.021999
2703TH,51.463198,-0.569077
E9130,50.957409,-0.265959
52124,51.129895,-3.001618
4912TH,51.946826,-0.016987
1799TH,51.6506,-1.267131
761102,54.534679,-2.769772
693032,53.440813,-2.475817
2666,51.85211,-2.233328
5425TH,51.739256,0.219552
E1560,51.095381,0.052195
1465TH,51.840425,-1.30005
2001TH,51.617191,-1.116011
45209,50.717781,-3.219793
E24819,52.318638,1.425054
531160,51.419019,-2.487954
L1352,53.680366,-1.509072
2629,51.72971,-2.534804
710305,53.848003,-2.424337
742006,54.36799,-3.339036
690120,53.693137,-2.257828
52212,51.191655,-2.719186
2258,51.824551,-2.297854
067015_TG 132,52.966639,-2.971614
712223,53.800228,-2.314843
E1746,53.275665,-0.402812
E140,51.271553,0.518493
L0233,53.232965,-1.430996
50146,50.90173,-4.392867
E24313,52.891548,0.874601
F1503,53.907443,-1.984735
L1538,53.960831,-2.011844
700515,53.724643,-2.670129
53146,51.230768,-2.487678
E22163,52.390173,0.871573
49170,50.589157,-4.830228
E44566,52.126329,-0.429108
4041,53.04899,-1.879122
E1598,53.460884,-0.474196
E9900,51.022515,-0.477328
48186,50.229594,-5.388678
46133,50.595603,-3.682853
F3505,54.620104,-2.080488
E61201,52.319854,-0.205625
724836,53.991743,-2.792162
49133,50.509303,-4.80481
2140TH,51.453438,-1.228555
E1203,53.009861,-0.11602
F2302,54.153752,-1.350739
1756TH,51.588848,-1.431205
2239TH,51.414788,-1.539372
730511,54.280023,-2.755861
52152,51.031606,-2.799018
5378TH,51.603395,-0.012274
3650TH,51.518702,-0.391757
3680TH,51.448604,-0.339937
L2462,53.977937,-1.118128
725139,53.932062,-2.905476
52115,50.921842,-2.940546
2898TH,51.437123,-0.512241
E22697,52.003937,0.890968
4345TH,51.406058,-0.024366
3100TH,51.3919,-0.421389
3892TH,51.48248,-0.312323
F1902,53.929346,-1.83091
47118,50.509965,-4.098094
L3001,54.079845,-0.187892
2401TH,51.278294,-1.045224
E1997,52.560077,-0.281816
765013,54.865626,-2.944447
4159TH,51.367034,-0.162812
2431TH,51.330889,-0.775604
50137,51.074943,-4.050919
4189TH,51.421965,-0.173411
023041,54.973809,-2.105629
E22869,51.736622,0.479442
735328,54.390814,-2.931474
0680TH,51.709394,-1.783971
53137,51.427707,-2.63391
44206,50.739761,-2.25333
E8350,51.006255,-0.079888
754016,54.732405,-3.405386
1679TH,51.684602,-1.282696
023004,54.976681,-2.226498
4032,53.206134,-1.165417
E22377,52.06301,-0.710466
46124,50.695696,-3.739489
L2105,54.008443,-1.47066
E6520,50.923434,0.72054
49124,50.691075,-4.694207
2275TH,51.325621,-1.249358
E72139,50.368401,-4.185217
E72124,50.36839,-4.18525
E9520,50.853787,-0.552785
2427TH,51.29741,-0.739058
022999,55.12861,-1.494986
5080TH,51.814817,0.020302
43212,50.763832,-1.84203
0278TH,51.673897,-1.934146
2091,52.284932,-1.562658
E15350,51.445998,0.158543
E3966,51.296693,1.105983
022010,55.038816,-1.859136
L1209,53.690792,-2.101414
45130,50.733158,-3.437637
690510,53.499526,-2.271756
2054,52.405995,-2.80328
2648,51.999754,-1.952083
0001,51.497504,0.052616
0911TH,51.719421,-1.588977
E71739,50.781775,0.057004
E71724,50.78178,0.05703
2017,51.909034,-2.32673
2420_w2TH,51.381826,-0.966655
3235TH,51.186743,-0.163694
F2108,54.109995,-1.78507
700311,53.588789,-2.773605
44109,50.653725,-2.473258
2513,51.753386,-2.322244
1484TH,51.895439,-1.13585
2020TH,51.573061,-1.233747
2904TH,51.382892,-0.458071
E12401,50.953881,-1.370394
4195,52.553447,-1.171951
1208TH,51.988876,-1.697906
1290_w1TH,51.786053,-1.351198
E22897,51.720457,0.539834
L2008,53.905078,-1.630095
1238TH,51.861678,-1.594363
51112,51.207333,-3.596358
L0215,53.302721,-1.472506
E1890,51.1015,0.392574
E2699,52.377799,-0.720415
L0809,53.58418,-1.52866
4158,52.648317,-1.215391
3079TH,51.220824,-0.569459
4060,53.024857,-1.028024
751007,54.604556,-3.159541
2232TH,51.436872,-1.577706
E2304,52.68874,-0.412477
49152,50.471699,-4.718637
E21657,52.166195,-0.309298
43115,51.302514,-1.809882
4023,53.223665,-1.727504
0569TH,51.663588,-1.749677
690450,53.613958,-2.427881
1503TH,51.670388,-1.268257
L3934,54.574258,-1.316493
46115,50.5162,-3.757538
F2581,54.215889,-0.969759
E4222,52.94938,-0.702125
L0303,53.390594,-1.361999
E4482,52.755941,-0.534509
49115,50.465604,-4.55955
E42124,52.230338,-0.897436
2891TH,51.509078,-0.47713
E60101,52.236542,0.176925
764010,54.879957,-2.917974
3010TH,51.149557,-0.976568
753050,54.650538,-3.52206
E6140,50.950221,0.630976
L2221,54.090598,-1.497502
3040TH,51.181979,-0.750222
E9140,50.882836,-0.306828
1745TH,51.632965,-1.505814
761706,54.628797,-2.837846
E1310,52.493886,-0.649292
E2119,52.246264,-0.779863
022001,55.333528,-1.631891
0530TH,51.667039,-1.816893
4098,53.591975,-0.738178
E24829,52.249147,-0.485347
45121,51.021855,-3.53136
E21968,52.320879,-0.002271
2639,52.394857,-3.160345
024017,54.82499,-1.744671
E1533,52.526819,-0.428685
710315,53.877796,-2.387601
48121,50.340195,-5.15746
4182TH,51.394765,-0.097302
47137,50.823657,-4.438698
2887TH,51.565274,-0.452775
2008,52.313207,-2.591539
50193,51.023856,-4.236897
2268,51.85196,-2.18652
L24001,53.782406,-1.057504
2170,52.754258,-2.534083
L1821,53.707591,-1.056828
762505,54.890119,-2.830743
E24323,51.852475,0.963271
4186,53.003454,-1.310004
2133,52.126787,-2.056054
51103,51.213871,-3.474382
L0206,53.233706,-1.418671
3635TH,51.541775,-0.418198
50119,50.845457,-3.886253
L3206,53.751801,-0.333208
023023,54.952174,-1.959366
711610,53.855184,-2.451318
53119,51.240687,-2.349087
5112TH,51.965459,0.146003
45159,50.989182,-3.484134
43106,50.730338,-1.773396
4014,52.791503,-2.038506
5172TH,51.795404,0.134177
2221,51.881479,-2.206851
2602TH,51.532713,-0.699466
3115TH,51.430935,-0.496618
L12010,53.732082,-2.153506
43231,50.768235,-1.876842
E1696,53.574576,-0.108253
E71039,54.489967,-0.614597
E71024,54.49,-0.61461
L2806,53.918088,-0.929308
713120,53.731625,-2.490617
52125,51.053328,-2.891431
2814TH,51.719476,-0.289861
761103,54.536126,-2.762643
E23019,52.464571,1.564233
4625TH,51.896722,-0.419615
0020,51.456735,0.334956
055013_TG 326,52.220498,-2.984666
1201TH,51.774692,-1.356854
1993TH,51.641035,-1.163757
2036,52.064842,-1.966688
024008,54.67286,-1.733251
L2300,54.094667,-1.334108
47128,50.639598,-4.407654
52213,51.199702,-2.861707
E21230,52.492126,0.938899
690715,53.481022,-2.212509
53184,51.439017,-2.62578
L1812,53.721999,-1.149345
4980TH,51.839044,-0.027533
2124,51.764493,-2.556805
53147,51.543699,-2.464859
E11301,50.863667,-1.166426
F2809,54.146645,-0.759757
44216,50.795256,-2.522871
E8360,50.968752,0.097884
48187,50.206022,-5.49846
E1835,53.329892,-0.644055
49134,50.788684,-4.516349
2251TH,51.508084,-1.530219
730512,54.3317,-2.736971
5390TH,51.567832,-0.051025
5459TH,51.65178,0.119024
52153,51.008129,-2.832096
E47061,52.849491,-0.275979
E22832,51.801923,0.634694
L2203,54.143859,-1.515258
E4427,52.212737,-0.938853
2880TH,51.559236,-0.484082
022020,55.348353,-1.608289
L0410,53.376972,-1.463457
52116,50.92686,-2.768537
L0670,53.429981,-1.423463
45140,51.13829,-3.758506
E21987,51.924207,-0.634231
48140,50.390824,-4.753487
L2922,54.567493,-0.898737
2027,51.740019,-2.24687
F1903,53.939721,-1.862096
E21852,52.028438,0.858403
E22563,52.080294,0.724408
47119,50.401002,-4.039339
531115,51.470324,-2.566101
52204,51.363932,-2.788918
L1307,53.671578,-1.697228
2846TH,51.741057,-0.47337
L1803,53.730048,-1.128583
023042,54.887182,-1.700147
E15040,50.763267,-1.296672
43162,50.994106,-1.748006
3870TH,51.527366,-0.344873
53138,51.431118,-2.553489
F2206,54.269289,-1.708806
44207,50.681026,-2.189136
46162,50.392662,-3.711616
4383TH,51.411956,0.051097
F2702,54.185605,-0.725015
690200,53.59901,-2.095119
43125,50.928405,-1.777274
E1901,53.210372,-0.117717
L0313,53.390594,-1.361999
E4826,52.568529,-0.123188
L3313,53.735693,-0.196665
764020,54.889748,-2.913769
L3907,54.562523,-1.309081
3806TH,51.614894,-0.189437
0290TH,51.665333,-1.891795
4319TH,51.400276,0.019377
E2662,52.334238,-0.683513
F1806,53.723209,-1.198257
43213,50.789681,-1.971312
4121,52.953586,-1.989532
2092,52.062264,-1.622014
3104TH,51.393384,-0.331228
710102,54.065287,-2.285676
E2129,52.329443,-0.919921
5313TH,51.735268,0.019953
022011,55.177213,-1.871211
52107,51.035518,-3.265957
055040,52.191185,-2.501355
45131,50.776088,-3.403906
690511,53.485246,-2.26639
L3401,53.71969,-0.67668
024027,54.629699,-1.755963
2803TH,51.597129,-0.381769
F3808,54.470289,-1.098857
1922TH,51.78506,-0.75797
1899TH,51.638206,-1.179444
690140,53.677382,-2.317104
2435TH,51.356292,-0.888384
2018,52.678113,-2.791698
055002_TG 301,52.045084,-2.752202
2180,52.534933,-2.415835
2514,51.699985,-2.360238
L1831,53.71016,-1.264561
1090_w1TH,51.713499,-1.420988
2495TH,51.528776,-0.885703
4196,52.78322,-1.279553
E6120,50.945909,0.731007
L2009,53.907954,-1.694001
3061TH,51.121978,-0.510356
692119,53.461005,-1.9867
2700TH,51.485795,-0.589124
5339TH,51.671889,-0.019618
E70139,53.449655,-3.018007
E70124,53.44969,-3.018
1796TH,51.621195,-1.323534
023033,55.244482,-2.216223
2279TH,51.379146,-1.185549
4061,53.06433,-2.026812
53129,51.401613,-2.310449
E72539,51.210605,-3.131326
E72524,51.211,-3.131
E9920,50.956335,-0.513508
49153,50.468455,-4.713137
L0935,53.599988,-1.294189
43116,51.141596,-2.204737
4024,52.706226,-1.091508
46116,50.521452,-3.756985
F2322,54.323263,-1.461847
E4483,52.89634,-0.340975
49116,50.541735,-4.936938
F1240,53.666557,-1.948497
2210TH,51.416287,-1.732479
3087TH,51.294424,-0.57291
F1203,53.694286,-1.813678
3209TH,51.130927,-0.213274
2083,52.457997,-2.140347
F2508,54.287705,-1.141251
E46059,52.192763,0.889367
E6600,50.990993,0.390419
47175,50.698134,-4.516525
4099,53.392687,-0.776833
45122,51.023183,-3.519869
L1103,53.662709,-1.748745
48122,50.370495,-4.710608
E12430,50.987637,-1.34415
2269,51.835524,-2.26623
E1163,53.212345,-0.44111
F2002,53.890881,-1.275696
F0803,53.512513,-1.282162
752020,54.663532,-3.370199
E22889,51.737776,0.446263
45210,50.780011,-3.257213
2134,52.636354,-2.524962
51104,51.211692,-3.569292
E2097,52.476009,-0.922226
E6415,50.947386,0.734753
L0703,53.507062,-1.18877
023024,55.227922,-2.17683
4052,52.839744,-2.174088
E22137,52.118971,-0.054461
E60501,52.212835,0.120872
2895TH,51.45237,-0.520468
4015,53.397737,-0.964956
4372TH,51.382923,0.075811
F2313,54.183434,-1.354871
E41071,52.740493,0.387203
0898TH,51.68119,-1.668729
E15110,50.701997,-1.291783
L1502,53.876388,-1.891964
067005_TG 116,52.928701,-3.050056
1100TH,51.757544,-1.366384
744111,54.525555,-3.416967
4186TH,51.416099,-0.143444
52126,51.034896,-2.833902
761104,54.649895,-2.737527
E21737,52.134462,0.141784
E2273,52.43909,-0.734823
021009,55.722365,-2.16338
5302TH,51.769116,0.016232
024009,54.854785,-1.560716
E21862,52.253951,-0.309376
E1191,53.143044,-0.241774
48113,50.175819,-5.436545
F2290,54.290034,-2.258043
47129,50.655106,-4.353424
1911TH,51.826251,-0.856541
780001,55.066848,-2.946363
L1813,53.699599,-1.292918
693976,53.390658,-2.560365
L0235,53.231179,-1.454659
F3581,54.672926,-2.234106
2125,52.714919,-2.749968
4080,52.541117,-1.695622
53148,51.493159,-2.280981
F2216,54.13342,-1.51864
1460_w2TH,51.861438,-1.303137
44217,50.71564,-2.409207
2621,52.29694,-1.777373
4815TH,51.919973,-0.123165
E861,51.097082,0.330342
4043,53.211297,-1.610938
L1405,53.840383,-1.945702
3080TH,51.236036,-0.578011
48188,50.117377,-5.552432
46135,50.595121,-3.615933
E71439,51.947978,1.292108
E71424,51.948,1.29214
E21046,52.127903,-0.425079
681006,53.166353,-2.209364
2298TH,51.456172,-0.954614
3232TH,51.161389,-0.135668
4006,52.805262,-2.011076
055807_TG 320,52.051748,-2.720173
730513,54.329748,-2.729924
L2241,54.222378,-1.661545
2901TH,51.414528,-0.499731
52154,51.008129,-2.832096
E21505,51.981248,-0.715727
023103,55.230707,-2.581702
E21765,52.306909,0.351099
4131,52.848235,-1.562071
055027_TG 328,51.928793,-2.524006
L0509,53.527445,-1.645761
E22712,52.047653,0.950823
055L010SG,52.223407,-2.851042
E4330,51.145063,0.846976
52117,50.943504,-2.608654
E24255,52.335738,0.008586
021037,55.602485,-1.769011
0904TH,51.70718,-1.465193
45141,50.681467,-3.470581
L3411,53.798879,-0.799526
4040TH,51.393329,-0.241392
F0103,53.26654,-1.337263
4070TH,51.410502,-0.247204
E19035,52.197227,0.087527
E2500,51.323963,1.206421
690150,53.664894,-2.315043
765052,54.774406,-2.993311
E12412,50.935796,-1.368504
2927TH,51.399312,-0.56131
531116,51.230803,-2.308252
52205,51.209432,-2.678492
E21222,52.450441,0.982414
L1308,53.681545,-1.730465
2153,51.797035,-2.348106
760101,54.482067,-2.351872
50139,51.053143,-3.969407
E21445,52.089506,-0.721934
4071,53.062491,-0.852881
53139,51.35329,-2.632652
E9930,50.896759,-0.544372
44208,50.690658,-2.479859
5364TH,51.616543,-0.126609
2872,52.217941,-2.213213
44110,50.732383,-2.752341
E21408,52.058452,-0.704763
023006,54.943457,-2.513542
F1385,53.684963,-1.660794
690201,53.608903,-2.109832
43126,50.873976,-1.773255
46126,50.551765,-3.916854
L2107,54.085235,-1.761488
5546TH,51.599864,0.249585
2884TH,51.520712,-0.50077
0311TH,51.553565,-1.803214
L3314,53.735923,-0.210149
L08013,53.513589,-1.312304
2550TH,51.635466,-0.76901
744130,54.482917,-3.52339
52145,51.073436,-2.964828
43214,50.771447,-1.822108
2093,52.191595,-1.70123
022012,55.040628,-1.873213
724323,54.118746,-2.53947
E4321,51.157688,0.815185
E14270,50.815958,-1.550253
055018_TG 327,52.081299,-2.563805
52108,50.974487,-3.313793
0155TH,51.632205,-2.007169
L1113,53.636353,-1.726911
L1707,53.794197,-1.535433
0003,51.496948,0.020435
712615,53.81982,-2.413116
1635TH,51.753242,-1.290099
F1301,53.726098,-1.382805
4327TH,51.424134,-0.003161
681210,53.242164,-2.499533
L24012,53.707432,-0.725879
2515,52.306762,-2.076947
1301TH,51.789307,-1.306931
531107,51.290615,-2.483966
4197,53.2536,-1.904027
45220,50.795583,-2.98435
E24830,52.217851,1.492103
E22518,52.049066,0.461993
E22778,51.955175,0.426847
1930TH,51.795602,-0.944321
2107,52.344778,-3.043943
E22147,52.55994,0.510116
46154,50.35115,-3.577216
2603,51.730432,-2.362218
1990TH,51.675126,-1.132094
2473TH,51.403467,-0.933245
43117,51.160588,-2.043272
L08041,53.50515,-1.343017
46117,50.441465,-3.852396
49117,50.566809,-4.75052
2655TH,51.528985,-0.716959
692370,53.404904,-2.056058
765850,54.79619,-2.954259
50120,50.799678,-3.999785
53120,51.30679,-2.280873
720107,53.896103,-2.779699
2807TH,51.58043,-0.426065
2409TH,51.3188,-1.019874
E21747,52.354128,0.03732
2084,52.461315,-2.207471
E22815,51.810408,0.674711
2320,51.85366,-2.578653
48160,50.215231,-5.476421
022003,55.363152,-2.180351
2499TH,51.567382,-0.769176
690503,53.546445,-2.371963
E1299,52.784469,-0.626388
L2409,54.011286,-1.199598
3065TH,51.142186,-0.480399
F3702,54.510602,-1.56287
47139,50.570244,-4.318502
L2905,54.458047,-0.824546
E25940,52.827359,0.847422
50195,50.738205,-3.999871
693132,53.410314,-2.413046
E1660,52.271031,-0.922807
3247TH,51.204792,-0.1677
2002TH,51.529995,-1.135937
45211,50.752859,-3.047245
E24821,52.373829,-0.149082
712100,53.791155,-2.247834
51105,51.201053,-3.578034
44227,50.609187,-1.962716
055811_TG 9303,52.096497,-2.969481
3390TH,51.405736,-0.302166
E2928,52.248411,-0.907242
023025,54.988608,-2.141972
2976TH,51.344527,-0.604091
4053,52.727805,-2.117669
E10824,50.861097,-0.928616
L3370,53.577909,0.107029
1761TH,51.565511,-1.460667
43108,51.061485,-2.080366
4939TH,51.904243,0.020897
2223,51.896062,-2.069746
L1540,53.957753,-2.073107
682223,53.281649,-2.637784
694748,53.507328,-2.962574
43233,50.797163,-2.083018
712175,53.852195,-2.140021
2873TH,51.677124,-0.650282
E22843,51.884939,0.365166
4320TH,51.394835,0.016838
713122,53.744555,-2.6615
52127,51.054966,-2.936065
2669,52.67455,-2.379329
L1388B,53.720511,-1.705167
0390TH,51.64017,-1.826539
4380TH,51.39528,0.078815
E22351,52.040422,-0.335802
1757TH,51.64711,-1.451462
E2608,52.671948,-0.303639
E21107,52.272126,0.706637
5349TH,51.668821,-0.035081
690160,53.598766,-2.305182
2038,52.794313,-3.110292
L1355,53.678129,-1.504919
E22078,52.681119,0.893649
0144TH,51.650724,-1.973061
724528,54.109696,-2.63518
L0607,53.385355,-1.462585
L1814,53.695235,-1.041398
730203,54.358126,-2.748154
2899TH,51.44211,-0.535476
E60901,52.011485,-0.9309
685520,53.396899,-3.151606
50149,50.737824,-3.917597
023053,55.176863,-2.435206
4081,52.560205,-1.983428
53149,51.453682,-2.430325
3101TH,51.399708,-0.4156
E24812,52.578191,1.650242
024000,54.649317,-1.662117
44120,50.701633,-2.725949
E23730,52.425882,0.720787
49173,50.690388,-4.632983
F0920,53.64031,-1.168065
023016,55.001861,-1.604447
47120,50.387125,-4.061716
692500,53.341282,-2.127615
E22129,52.699909,1.42677
48189,50.126751,-5.525305
L06601,53.442704,-1.459031
2830TH,51.670654,-0.380235
2432TH,51.306404,-0.772253
4007,52.865431,-1.335368
3829TH,51.591209,-0.244516
751612,54.58069,-3.317998
52155,51.053596,-2.891722
L2205,54.226008,-1.654843
52118,51.054966,-2.936065
E2896,52.833221,-0.460655
021038,55.674792,-2.160923
3210TH,51.144764,-0.19953
E72239,50.103007,-5.542779
E72224,50.103,-5.543
3240TH,51.201071,-0.194473
765090,54.891143,-2.9382
3270TH,51.238425,-0.311198
F0600,53.430253,-1.358801
E12450,51.061255,-1.307865
2029,52.198971,-2.389281
692440,53.514723,-2.038394
2458TH,51.32671,-0.917374
E1183,52.473218,-0.911988
0730TH,51.616448,-1.666745
52206,51.136761,-2.724464
0790TH,51.670899,-1.700313
3054TH,51.188851,-0.617671
E25055,51.998052,-0.992004
L1805,53.709907,-1.22578
2650,51.91358,-2.100884
765512,54.90486,-2.952852
E71839,50.80228,-1.11117
E71824,50.80228,-1.11117
023044,54.905964,-1.812313
700509,53.670881,-2.762213
4072,53.077901,-0.934277
E24803,52.626317,1.699909
2613,52.260974,-1.408027
680324,53.061892,-2.526064
44111,50.56481,-2.467283
023007,54.917259,-1.73922
1290_w2TH,51.786053,-1.351198
E22022,51.938949,0.502982
E4828,52.546177,-0.832027
2205,51.724364,-2.200326
E22862,51.847313,0.423072
53130,51.418046,-2.268627
E21163,52.330674,-0.120798
43215,50.740946,-1.806054
45170,50.667557,-3.538622
2094,52.274092,-1.88959
022013,55.049407,-1.741713
52109,51.019081,-3.133644
45133,50.915853,-3.279962
2057,51.948918,-2.227065
L1374,53.699596,-1.630383
2892TH,51.477287,-0.51406
E60201,52.335121,0.531859
L1708,53.819613,-1.605025
E8293,50.951995,0.074349
E19027,52.377001,-0.269421
690142,53.684084,-2.331538
2190TH,51.484688,-1.087539
L24013,53.701941,-0.866423
2516,52.462884,-2.061427
TORQ,50.458178,-3.525069
F0220,53.268853,-1.437687
4198,52.899642,-0.758767
F1525,53.902947,-1.969516
45221,50.795699,-3.111486
L1202,53.701444,-1.793955
750832,54.603631,-3.142486
1491TH,51.756247,-1.238765
712370,53.755632,-2.367683
2641,52.582389,-2.192192
2888TH,51.547893,-0.46447
3822TH,51.617793,-0.26653
2010,52.153735,-1.697245
2270,51.819013,-2.28698
46155,50.428979,-3.681414
694039,53.425318,-2.62207
4335TH,51.391876,-0.03662
43118,50.748085,-1.780015
4026,52.627897,-1.613026
764050,54.853151,-2.881322
L3937,54.54999,-1.365536
46118,50.363074,-3.911208
E4225,52.986895,-0.680145
E4485,52.922105,-0.319165
49118,50.33114,-4.52005
E14670,50.755479,-1.333222
E21191,52.242159,0.240538
743509,54.426631,-3.489083
50121,50.793303,-4.090425
53121,51.320458,-2.373786
680403,53.092995,-2.488097
2451TH,51.232867,-0.864146
E2655,52.408276,-0.556349
2481TH,51.426522,-0.898188
2085,52.179799,-2.225461
4690TH,51.773132,-0.117522
2603TH,51.529307,-0.697199
E23527,52.399868,0.289328
45124,51.132851,-3.640854
2048,52.197687,-1.602579
E22088,52.073044,-0.805148
48124,50.13744,-5.406959
763117,55.09346,-2.481494
E71139,53.63018,-0.18742
E71124,53.63022,-0.18742
L2312,54.408693,-2.177133
1904TH,51.850671,-0.772585
692422,53.454585,-2.095579
50196,51.198942,-4.025648
2815TH,51.794792,-0.393076
1934TH,51.808843,-0.823619
E21836,52.830878,1.126258
4202,52.675277,-0.888192
F2004,53.920115,-1.358935
E1759,53.37106,0.008655
021999,55.767093,-2.005082
53196,51.203198,-2.389554
1080TH,51.793689,-1.564378
F2760,54.202353,-0.566177
5169TH,51.792981,0.16688
45212,50.688326,-3.294258
4091,53.377166,-1.053244
055816_TG 319,52.026391,-2.629867
E22176,52.212963,0.746693
51106,51.177714,-3.305414
024010,54.753822,-2.225251
2590TH,51.571155,-0.708557
L0705,53.495204,-1.244769
3073TH,51.264494,-0.544883
E23740,52.694217,0.419367
0901TH,51.690894,-1.607898
E12520,50.983422,-1.382474
47130,50.560822,-4.480182
E7290,50.814742,0.357116
E24451,52.219934,-0.521475
2001,52.383563,-2.322438
E1253,52.656869,-0.382584
E22041,52.141965,0.148004
3225TH,51.116941,-0.162605
L0928,53.650296,-1.262804
43109,51.076368,-1.862567
761514,54.543833,-2.944108
E22004,51.593577,0.429596
710160,53.942277,-2.272495
L1008,53.556892,-1.819474
4142,52.976338,-1.86056
E427,51.295161,0.507204
F3606,54.488525,-1.439612
L2809,54.133301,-0.795495
3069TH,51.206896,-0.57032
E4341,51.184588,0.930529
4180_w1TH,51.419659,-0.18127
2039,52.32,-2.523849
E21270,52.160107,-0.63018
E21604,52.884248,0.770921
48115,50.284843,-5.057324
2881TH,51.549497,-0.482704
E2734,52.616269,-0.582013
E21493,52.049192,-0.852318
L1221,53.722779,-1.989756
L1815,53.731594,-1.147332
E1652,52.810944,-0.623165
E22798,51.888352,0.603806
L0237,53.219025,-1.493093
2660,51.907359,-2.061419
760112,54.512818,-2.364477
E24317,52.21309,-0.281653
023054,55.017771,-1.614378
4082,52.571268,-1.201273
2301TH,51.473138,-0.917727
5357TH,51.626104,-0.060318
44219,50.796871,-2.656876
024001,54.734468,-1.589972
44121,50.761735,-2.688328
E603,51.222555,0.334684
49174,50.68979,-4.692972
720535,53.866048,-2.811986
023017,54.92056,-1.612265
47121,50.431671,-4.083069
F3509,54.695931,-2.376978
4008,52.95455,-1.833986
50140,50.99542,-3.985089
693435,53.330096,-2.227133
F2306,54.388672,-1.653481
