stationReference,lat,long
46839,52.683384,-1.230147
1113SO,51.099225,1.00828
E5485,50.97502,0.964524
700401,53.626219,-2.575503
700399,53.606879,-2.559824
1488TH,51.89548293839613,-1.1357763377297525
E10943,50.797459,-0.667903
E9510,50.803264,-0.452563
E10924,50.831182,-0.638259
E9500,50.820442,-0.443874
E9941,51.069575,-0.509483
E11100,50.837894,-0.768879
E7451,50.815754,0.164772
E11331,50.85197,-0.984939
E7850,50.82568,0.175071
E11310,50.856228,-0.991766
E7280,50.794301,0.312934
E11570,50.892259,-1.059307
E11340,50.855193,-0.979187
E14250,50.727478,-1.599044
E12020,50.931347,-1.257371
E14320,50.725116,-1.592363
E11733,50.956554,-1.212277
E11350,50.791953,-1.170468
E12381,51.089986,-1.271026
E13880,51.251714,-1.396843
E15050,50.731116,-1.151706
E13533,51.115199,-1.495968
E13463,50.992066,-1.499624
E13523,51.11482,-1.497829
E13840,51.213634,-1.369723
E14680,50.724025,-1.155928
E10800,50.806801,-0.682809
E9890,51.067869,-0.488686
E43779,52.476907,-0.922204
E5080,51.140192,1.287219
L1377,53.727802,-1.661253
L2481,53.960064,-1.068713
L2473,53.959909,-1.071856
L2471,53.954489,-1.077675
1285SO,51.085655,1.177662
2667,51.834606,-2.193371
2512,51.857643,-2.180344
2644,51.888033,-2.253216
2277,51.848593,-2.220433
2273,51.856617,-2.227456
2267,52.394519,-2.253581
E23746,52.556289,0.696541
9608SE,51.08683,1.174829
E13546,51.03473,-1.547141
E24828,52.192911,0.889596
E4816,52.442994,-0.457726
4896,52.507787,-1.704544
4105,52.558696,-1.999094
4200,52.568845,-1.992912
4101,52.523665,-2.039788
4153,52.620739,-1.76228
4166,52.899788,-1.657587
4122,52.999734,-1.762306
4165,53.083974,-2.178955
4152,53.008317,-2.228776
4535,52.897211,-1.882427
4898,52.861553,-1.678994
4863,52.948907,-2.036414
4168,52.893044,-1.72631
4159,52.970005,-2.073464
4703,52.807006,-2.123061
4169,52.780092,-1.792694
4182,52.817973,-2.113758
4176,52.682553,-2.025244
4843,52.981564,-2.19971
4002,52.770034,-1.840172
4125,52.874007,-1.799498
E41646,52.236777,-0.839447
E41984,52.0497,0.452722
E41647,52.236777,-0.839447
L0962,53.542867,-1.127873
L12041,53.729568,-1.961304
E65301,52.576813,-0.124546
E65302,52.576813,-0.124546
E65701,52.228761,-0.866582
E65801,52.595134,-0.54431
E65401,52.569069,-0.188415
E65711,52.228761,-0.866582
E65601,52.232033,-0.886412
L02203,53.242734,-1.453673
L1811,53.709879,-1.081836
L0207,53.225424,-1.425584
F1402,53.869559,-1.894095
L1359,53.691537,-1.517695
L0311,53.407069,-1.319287
L0923,53.649282,-1.06356
2299TH,51.75060660899007,-1.246652930919333
L3921,54.565925,-1.228058
432605,51.06123392884219,-1.794460501054851
692424,53.480381,-2.071106
5263TH,51.809124,-0.023037
E22512,52.069293,0.473013
F1650,53.833276,-1.771688
2716SO,50.848736,-0.939866
3319SE,50.926848,-1.438971
L2408,53.969015,-1.106396
L2841,53.91864,-0.932766
481100,50.229616,-5.388833
736406,54.190809,-3.082545
1236TH,51.865237,-1.618104
5544TH,51.528524,0.165429
5559TH,51.5128254994412,0.1594235206556419
E1555,53.704256,-0.365039
E13600,50.880106,-1.558591
242534TP,51.807828,-0.03963
E8520,51.039914,-0.097897
276316TP,51.718037,-0.217242
E10130,51.185738,-0.408138
E24238,52.323011,-0.206231
E10510,51.053802,-0.642384
000181TP,51.730021,0.040992
238605TP,51.722932,0.136235
52210,51.116625,-2.434971
47161,50.516447,-4.209541
E1039,53.102452,0.317508
E8770,50.893868,0.081008
244569TP,51.727077,-0.10539
595273,54.760082,-3.214413
46104,50.53756,-3.702476
077066,53.70469,-2.135531
E24195,52.103622,0.807145
000900,55.591879,-1.854785
038179,54.105159,-0.642597
242819TP,51.827809,0.054118
1113,51.799795,-2.148586
43202,50.896473,-2.390258
48148,50.171774,-5.437334
037292,54.204227,-0.30358
086575,53.591095,-1.271011
E1179,52.456899,-1.052938
E4753,51.160348,1.119955
E24847,51.889291,0.584473
3173,53.017139,-1.981319
082732,53.352459,-1.545506
E4500,51.154584,0.889296
VCHURCH-T_TG_341,52.023749,-2.92175
52100,51.054044,-3.336105
E46612,53.346199,0.015208
040752,53.983799,-0.227143
267661TP,51.388049,-1.53073
074108,53.911448,-2.098144
241961TP,51.97304,-0.025147
1117,51.758734,-2.612081
45232,50.882121,-3.092361
48199,50.356962,-4.730773
E7055,52.327013,-1.00142
E7045,52.185547,-0.867095
44200,50.837132,-2.59994
058461,53.979278,-1.646973
E4530,51.156945,1.009589
1339,52.718219,-2.570654
564769,53.300189,-2.155251
43228,50.968057,-2.158729
E22255,52.170162,0.400362
E23717,52.132732,-0.418436
921083,55.502931,-2.138485
47101,50.804076,-4.356504
300874,51.373888,1.173263
3602,52.813347,-0.803365
49171,50.419841,-4.409173
45101,51.138375,-3.758795
E9340,50.986805,-0.268198
E45871,53.676809,-0.524692
43102,51.067961,-2.063451
3015,52.808314,-1.74405
47167,50.377366,-3.992093
277407TP,51.686586,-0.341445
E1815,53.041102,-0.374951
270400TP,51.44172,-0.937391
E44121,51.931385,0.712001
47105,50.686858,-4.234529
E44111,51.874052,0.368575
E24289,52.172202,0.251294
49149,50.679797,-4.695684
E871,51.274484,0.217164
1201,52.343809,-1.955178
E7155,52.645246,-0.420704
E12560,51.006173,-1.114132
082672,53.324572,-1.539797
52224,51.173877,-2.508462
E24935,51.702642,0.87633
E45881,53.219937,-0.507486
51127,51.163886,-3.611019
1814,52.481443,-1.558947
264845TP,51.532367,-1.135676
063518,53.876425,-1.532241
48100,50.127328,-5.568494
282781TP,51.256125,-0.566214
E1971,52.452473,-0.605675
274918TP,51.440044,-0.766213
531178,51.596598,-2.146477
52228,51.440951,-2.8222
48106,50.390633,-4.752406
48192,50.238386,-5.248557
1331,52.596394,-2.471631
055223,54.364209,-1.297407
551706,53.055708,-2.6691
45230,50.752768,-3.256625
3687,52.723063,-0.765859
051250,54.379686,-2.105419
3165,52.399545,-2.050654
260221TP,51.63431,-1.505077
E15720,51.291987,0.195058
52102,51.064754,-2.737025
074329,53.986087,-1.999194
E15520,51.395266,0.296316
E1965,52.5771,-0.125035
E15510,51.307175,0.102521
598928,54.524262,-2.505948
43200,51.044768,-2.4129
1712,52.639137,-2.325793
287283TP,51.449283,-0.224851
3782,52.736673,-1.993285
3588,52.958861,-1.577925
551440,53.276556,-2.854006
564154,53.497891,-2.499671
3572,53.311933,-1.898644
251530TP,51.689762,-1.679516
E10450,50.933357,-0.647317
E3240,51.389586,0.842268
591642,54.525099,-3.417569
E7295,50.814838,0.358583
49102,50.382424,-4.56061
E1613,53.397417,-0.269659
E7095,53.326702,-0.11185
E24874,51.906849,1.087118
268851TP,51.462587,-1.327004
247281TP,51.67255,-0.366544
006403,55.237908,-1.918977
1773,52.222319,-2.17488
008850,55.255608,-2.540374
013045,54.742208,-2.378185
E14930,50.623497,-1.307947
1748,52.481743,-2.579368
035302,54.517093,-0.752561
E11120,50.78281,-0.694221
1387,52.424304,-3.172736
077952,53.772138,-1.90361
3998,53.396184,-0.931457
E24894,51.890899,1.212487
554472,53.169907,-2.103919
026297,54.701508,-1.198486
591878,54.529816,-3.545999
1812,51.89986,-2.41343
552376,52.965913,-2.459268
077800,53.636457,-2.005248
013336,54.774946,-2.516845
47113,50.418385,-3.960029
45108,50.884946,-3.487642
E6270,51.032353,0.577858
3610,52.655516,-1.302927
E11060,50.853543,-0.666675
E24763,51.949875,-0.766824
583948,54.064769,-2.863989
47168,50.660116,-4.359193
47158,50.771514,-4.228634
51125,51.193548,-3.612054
E7780,50.80213,0.081187
43104,51.220377,-1.669896
248332TP,51.672207,-1.952948
3816,53.130665,-1.23847
031555,54.469846,-1.099639
E1320,51.202399,0.077705
46100,50.390977,-3.70144
3686,52.544833,-1.031877
553564,53.113166,-2.501173
45164,50.614674,-3.380154
53159,51.366659,-2.621201
057426,54.18467,-1.901124
E2493,52.814,0.01276
239374TP,51.575345,0.041271
3099,52.807639,-1.889433
077836,53.657107,-1.925056
078530,53.592394,-1.929702
600683,54.592579,-2.950962
E11480,51.253545,-1.255547
074924,53.829697,-1.976406
E11470,50.852298,-0.990615
000008,53.480556,-1.441674
E21018,51.587908,0.506691
48180,50.382625,-4.896844
570099,53.511139,-2.721493
E5640,51.05909,0.821971
E24863,51.857943,0.698866
254829TP,51.938474,-1.573015
3580,53.047163,-1.641206
E27594,52.735167,-0.4219
50112,51.219415,-3.751859
564595,53.240041,-2.077118
049902,54.130296,-1.656404
E1290,51.236919,-0.046806
3570,53.029694,-1.914215
1792,52.307409,-2.728158
008632,55.047076,-1.446712
E14893,50.754772,-1.304596
E4510,51.105558,0.979102
E4520,51.225958,0.726173
005782,55.154354,-1.944254
E41311,51.520749,0.616886
E2331,52.473204,-0.862668
920359,55.553328,-1.997587
1119,52.031946,-2.435056
030377,54.526112,-1.506309
E27601,51.530977,0.519422
3179,52.69041,-0.920654
49151,50.480775,-4.463019
238777TP,51.736595,0.223782
083534,53.250698,-1.498624
3996,52.897989,-0.911045
47157,50.431628,-4.270363
559586,53.534889,-2.012778
E25041,52.786909,-0.264322
037973,54.297778,-1.167931
E9360,50.929113,-0.384184
E9350,50.999283,-0.143741
248965TP,51.792696,-2.00792
3860,53.407215,-1.191422
000032,54.505434,-0.84558
587552,54.313112,-2.946042
E7135,53.572235,-0.236854
E2420,51.130083,0.749109
E11820,50.828711,-1.195588
062046,54.071438,-1.913617
44215,50.743404,-2.638425
E24925,51.644031,0.489549
3057,52.730505,-1.571247
E23633,51.996269,-0.242627
1413,52.325619,-2.226643
559100R,53.45937,-1.93444
531172,51.277706,-2.608531
E2416,52.808243,-0.129942
E24957,52.101218,0.906298
E24947,52.165978,0.556609
261602TP,51.772802,-0.689041
E24790,52.409069,1.30592
E7165,52.766451,-0.623828
53115,51.210084,-2.450167
E9290,51.04624,-0.400084
48182,50.249425,-5.040268
570231,53.596101,-2.789423
1082,52.186855,-1.418519
1121,52.718322,-2.717219
261021TP,51.653876,-1.288038
1770,52.288216,-1.222206
602253,54.779014,-2.608625
288504TP,51.349274,0.009666
269627TP,51.345161,-1.239706
596791,54.843273,-3.064299
259110TP,51.886777,-1.156503
E15500,51.435174,0.135731
564160,53.381621,-2.570469
1760,52.140634,-1.974376
E7420,50.788104,0.060701
569848,53.58714,-2.633659
E5451,51.007531,0.978517
E13980,51.218761,-1.473747
003232,55.312483,-1.909373
2321SO,50.83729,-0.377415
3185,52.407451,-1.784594
E2510,52.535424,-0.981957
023839,54.829815,-1.807716
3774,53.579885,-0.869434
E23535,51.747187,0.62561
239258TP,51.664377,0.040933
E12821,51.085476,-1.13689
490001TP,51.903913,0.021245
593893,54.703741,-3.274806
E14900,50.677559,-1.505295
43206,50.755798,-1.814938
019356,54.999168,-1.605255
E22283,52.402761,0.279187
026644,54.656189,-2.285935
3778,52.687955,-1.796533
E24884,51.683977,0.715993
1793,52.518531,-2.881966
53110,51.341928,-2.266258
53100,51.633453,-2.15382
E24703,52.023252,-1.13062
015347,54.804602,-2.221644
036225,54.344552,-0.754715
52148,50.853381,-2.745053
571479,54.217501,-2.3335
52203,51.408672,-2.666341
531101,51.633863,-2.371995
1602,52.05292,-2.737138
E25033,53.449299,0.032134
008062,55.132825,-1.538065
47155,50.416367,-4.126049
E37241,51.94816,0.481622
E37051,51.732496,0.516133
249744TP,51.568666,-1.811661
E43041,51.59932,0.300821
53114,51.230621,-2.486172
033108NE,54.543358,-1.201588
53104,51.538159,-2.480793
E13261,50.788809,-1.033124
50199,50.873373,-3.798545
47159,50.644847,-4.529589
036487,54.408361,-0.754323
E24913,51.815014,0.765948
E11080,50.828064,-0.805132
592860,54.56648,-3.063261
586056,54.264682,-2.808288
3688,52.6315,-1.077247
53109,51.360132,-2.138539
E21234,52.633846,1.556421
E24506,52.898685,0.4791
266474TP,51.412945,-1.726028
48170,50.131262,-5.251088
E37151,51.904776,0.848521
028185,54.560368,-1.983723
46106,50.548234,-3.940001
246424TP,51.501145,-0.205547
44101,50.800366,-2.738533
003066,55.350136,-2.171067
1687,52.016552,-2.653481
43204,50.864669,-2.139905
3766,53.005795,-1.251101
3576,53.093957,-1.658736
E5670,50.943595,0.945951
281186TP,51.119894,-0.851916
E5660,51.083056,0.871982
577805,53.979672,-2.679249
581159,54.31472,-2.538727
1335,52.863499,-3.123644
251556TP,51.826782,-1.862825
041238,53.867134,-0.367439
E22205,52.121748,-0.215784
060947,54.218703,-2.195488
50106,50.737466,-3.91805
E160,51.384733,0.626364
000075TP,51.084022,-0.214597
598691,54.569482,-2.432265
085322,53.571934,-1.588459
52201,51.270102,-2.682969
253861TP,51.794582,-1.562775
E45811,53.497914,-0.196218
E37291,52.013331,0.746104
E6280,50.931554,0.580819
E24751,52.46533,0.054229
578009,53.927308,-2.719516
E44101,51.793436,0.648601
50187,50.909721,-4.380331
E46161,51.511603,0.583211
036704,54.434842,-0.550006
45168,50.973456,-3.383642
265415TP,51.465368,-1.197403
44100,50.778033,-2.848812
E42971,52.181011,0.952464
46160,50.473478,-3.89184
567866,53.460365,-2.916431
531108,51.237472,-2.325815
018777,54.860973,-1.670477
077256,53.798228,-2.056887
E21288,52.447056,1.60611
577417,53.908061,-3.019063
276956TP,51.828295,-0.446536
035488,54.438313,-0.976984
45236,50.776987,-3.176428
E7065,52.56456,-0.5077
E4540,51.202987,0.784947
46108,50.641897,-3.877381
E22876,51.736858,0.480165
44103,50.707087,-2.698828
256230TP,51.749085,-1.272057
274178TP,51.667285,-0.923447
E2365,52.632078,-0.313309
3652,52.836792,-1.251041
596026,54.849851,-3.310562
E11040,50.889075,-0.881768
E14910,50.722216,-1.142162
E12580,51.089429,-1.328148
000102TP,51.914149,0.249994
041917,53.805201,-0.309101
3616,53.22531,-1.701132
52222,51.133861,-2.392257
056505,54.073241,-1.337477
240350TP,51.813497,-0.287465
278744TP,51.690006,-0.530846
E2463,52.665732,-0.158215
E5727,52.872934,0.138821
601304,54.536396,-2.762648
E22231,51.999613,-0.629985
026958,54.683225,-2.252002
E24879,51.616598,0.593505
240201TP,51.884151,-0.454782
47163,50.366737,-4.230702
1165,52.205609,-1.605581
1155,52.417004,-1.12584
49106,50.639798,-4.675005
280826TP,51.226121,-0.774805
561299,53.65712,-2.049131
560943,53.697953,-2.353609
E37081,52.84066,1.075753
45102,51.129849,-3.534087
023164,54.610418,-1.740626
49105,50.558792,-4.637937
016140,54.960162,-2.160033
E25051,53.235003,0.102885
287864TP,51.380452,-0.135546
45158,51.06991,-3.643436
E802,51.194952,0.237676
E24901,51.793116,0.963307
025394,54.894495,-1.489343
603111,55.093207,-2.481773
592848,54.532336,-3.062374
E8530,50.913393,0.044891
E42961,52.945882,0.745281
47166,50.549928,-3.999359
264254TP,51.617635,-1.115281
E24746,52.089557,-0.0565
282290TP,51.143947,-0.512508
E270,51.321154,0.447621
E42991,52.558433,1.367321
E42981,52.554012,1.032047
E7200,52.555577,-0.828089
287722TP,51.344874,-0.103964
E14080,51.252655,-1.256994
E46061,53.546796,-0.159424
1740,52.392235,-1.324715
E1681,51.067661,0.215829
E27621,51.542522,0.567655
50110,51.016891,-3.822629
3574,52.897659,-1.359998
E7075,52.490034,-0.666347
49104,50.509966,-4.568918
586820,54.444792,-3.103284
4103,53.114911,-2.223306
550148,53.409248,-3.113909
594202,54.58826,-3.316076
3025,52.701554,-2.119078
575384,53.790306,-2.422692
E2410,51.204793,0.588909
263541TP,51.741752,-1.120101
052287,54.409101,-1.735735
E10500,51.000801,-0.904738
3100,52.830414,-1.607371
007292,55.033951,-1.969453
E12570,51.008538,-1.335019
244027TP,51.769108,0.016666
E21637,52.269301,0.00265
257039TP,52.072227,-1.333928
055R0521E_TG_326,52.221039,-2.984386
261923TP,51.825767,-0.852925
555207,53.114913,-2.221812
3611,53.485476,-0.775492
3601,53.231399,-0.806723
E24889,52.35513,1.431153
E37271,52.049494,0.452229
589359,54.342135,-3.21744
E2544,52.495753,-0.470258
239579TP,51.527809,0.085279
586493,54.246782,-2.923038
E21179,51.636308,0.385069
243045TP,51.965517,0.147752
558016,53.24456,-1.997705
1045,52.362576,-1.508732
E7105,53.359329,-0.017234
051729,54.413883,-1.988402
E24756,52.494069,1.157581
52101,50.971757,-3.122948
E22309,52.426228,0.740815
E14440,50.744376,-1.57404
52105,51.134741,-2.999693
571894,54.103514,-2.27294
E22400,52.177103,0.456319
49172,50.589351,-4.830395
579167,53.897316,-2.901619
E23392,52.835301,0.858574
E1700,51.046446,0.196269
1795,52.416368,-2.837286
1769,52.199933,-2.097246
585512,54.37577,-2.72272
603315,55.026371,-2.560748
600735,54.630789,-2.88989
E23657,52.015604,-0.963195
44213,50.825864,-2.686403
276651TP,51.755019,-0.285332
575935,53.694788,-2.486856
582837,54.090487,-2.425739
E23205,52.470804,1.73914
562417,53.60958,-2.440532
073422,54.100116,-2.164345
E23487,52.153042,1.061731
047439,54.31489,-2.180572
3110,53.122311,-2.011159
1332,52.589321,-2.78744
E24865,51.733867,0.736365
E7270,50.890762,0.554388
3346,52.95331,-2.040883
E3281,51.324099,0.908555
1141,51.777374,-2.093434
573674,53.971437,-2.529714
E19017,52.058925,0.296651
240662TP,51.937159,-0.384591
558491,53.38925,-1.919511
059793,53.966652,-1.115089
013553,54.820161,-2.445834
50108,50.925011,-3.713738
E14920,50.691845,-1.308358
038476,54.107252,-0.128568
E11461,50.902688,-1.10472
E24727,52.7599,0.536425
576925,53.748659,-2.825643
300001TP,51.13979,-0.960059
53107,51.416755,-2.485269
1409,52.59735,-3.029712
E8500,51.066083,-0.159624
283596TP,51.341055,-0.599459
241243TP,51.950719,-0.145455
47102,50.766684,-4.425535
49162,50.438007,-4.948114
076204,53.787777,-1.627332
53102,51.549024,-2.052583
E7120,53.38716,-0.184362
E4080,51.258867,1.033447
287451TP,51.308021,-0.16144
E12160,50.942234,-1.227791
53106,51.474338,-2.127367
52225,51.260327,-2.806074
265038TP,51.543602,-1.343114
598147,54.504409,-2.241634
417417TP,51.466604,-0.571144
45231,50.76725,-2.963477
247540TP,51.479469,-0.451216
074385,53.947438,-2.020525
035305,54.486239,-0.724171
1774,52.338976,-2.542273
E9720,50.860296,-0.483186
1548,52.408068,-2.335847
49108,50.733448,-4.549952
44214,50.842091,-2.502005
559969,53.459311,-2.134747
570788,53.653543,-2.654324
E14940,50.681247,-1.198111
E22735,51.998223,0.579089
E22322,52.227467,0.741731
604040,54.876682,-2.663085
E1300,51.141861,-0.009362
E1908,53.316679,-0.344986
1552,52.541438,-2.193841
3380,53.405172,-1.738982
E5728,52.651369,0.565622
E2578,52.890974,-0.512865
E4090,51.297928,1.053239
068762,54.368186,-0.974109
E24767,52.323479,1.278981
53108,51.38314,-2.325412
240470TP,51.775264,-0.196143
243679TP,51.805204,0.20975
238097TP,51.556104,0.161588
E13590,50.953747,-1.533691
287141TP,51.362722,-0.209526
039163,54.100377,-0.208409
E22218,52.295794,-0.512351
E7160,52.649303,-0.762024
E10140,51.023941,-0.551999
593321,54.605133,-3.160254
034459,54.518191,-0.964175
45115,50.601997,-3.530985
E2450,52.549176,-0.121801
1087,52.067173,-1.611177
E42135,53.232468,-0.366215
290007TP,51.507135,0.134772
605936,54.716254,-2.87779
45166,50.859966,-3.239613
3641,52.738326,-1.320862
3349,52.901997,-1.860947
3861,53.521199,-1.045964
45113,50.775637,-3.719618
E24737,52.32454,0.894501
52227,51.183161,-2.90631
3781,52.49028,-1.866665
247344TP,51.550032,-0.415648
E13580,51.103128,-1.562184
574718,53.851109,-2.196809
43203,51.03167,-2.281587
562992,52.636608,-2.257802
289102TP,51.476541,-0.017866
E1691,51.100206,0.007416
032822,54.633845,-1.480219
613467,55.005582,-2.999799
E1645,53.664551,-0.343494
E7130,53.534467,-0.499466
3603,53.079174,-0.867665
51102,51.117739,-3.349372
E7180,50.903167,0.47968
E7170,53.077492,-0.622888
E2476,52.252632,-1.146653
245176TP,51.588712,-0.112596
577271,53.783353,-2.991754
3773,53.032232,-1.050823
1794,51.87509,-2.275208
290200TP,51.280521,0.134285
600986,54.497284,-2.690895
005588,55.174997,-1.521877
560631,53.718989,-2.194675
E8510,50.90639,-0.072052
E13560,50.993139,-1.491976
45157,51.032617,-3.399666
285630TP,51.288167,-0.337196
E7070,52.207563,-0.73336
037239,54.27325,-0.422074
E6770,50.965787,0.453104
007533,55.035539,-1.772312
082509,53.367029,-1.59795
924203,55.765373,-2.031043
3441,53.134445,-1.432716
E10370,50.999633,-0.78648
E10360,51.037622,-0.899591
004942,55.347002,-1.630189
584098,54.128677,-2.71229
48105,50.303659,-5.098505
084532,53.366844,-1.351488
48155,50.593242,-4.743017
E14880,50.671665,-1.399223
43205,50.755028,-1.936857
561613,53.663285,-2.180798
243131TP,51.897439,0.182296
576578,53.811772,-2.647675
E2316,52.810264,-0.528974
E5729,52.949162,1.122162
080282,53.679365,-1.478411
3629,52.78808,-1.097664
E6760,51.028745,0.275298
E44081,52.060314,0.493671
E901,51.15203,0.176969
054507,54.382707,-1.394093
021228,54.747962,-2.235316
022994,54.624106,-1.870637
52103,50.902608,-2.632068
E22244,52.202674,-0.045714
E24920,51.532357,0.738679
1603,52.224678,-2.731196
E7190,50.811276,0.219288
573342,53.986218,-2.429249
1819,52.178577,-2.411624
46101,50.393238,-3.731066
48171,50.035296,-5.208282
3767,53.022009,-1.417793
E11191,50.923464,-0.81265
078922,53.60567,-1.766463
45169,50.80015,-3.436698
268103TP,51.53833,-1.56235
075233,53.79732,-1.924807
254336TP,51.774757,-1.357157
E2859,52.890503,-0.622875
606299,54.899013,-2.953493
E5734,51.554554,0.826576
E10000,50.950807,-0.528647
44104,50.671274,-2.491689
E44091,51.964319,0.607714
476898_TG_333,51.952233,-2.735485
246847TP,51.569374,-0.257694
52129,50.875913,-2.981351
E21589,52.080162,1.29614
079621,53.698015,-1.667505
3683,52.697431,-1.117291
028502,54.504568,-2.141258
3026,52.79928,-2.275079
52223,51.393485,-2.917648
E24775,52.40222,1.542157
E21096,52.583985,0.346152
E14850,50.626578,-1.225903
1713,52.84224,-2.872181
022163,54.761631,-1.902834
52147,51.053779,-2.892367
E23470,52.191671,1.4844
E1457,53.275431,-0.63753
560557,53.431001,-2.352893
047281,54.275194,-2.263325
52150,51.128821,-3.323971
E7040,50.82004,0.250967
061431,54.163943,-2.152346
013878,54.871077,-2.52275
291477TP,51.458979,0.11237
E23518,52.603459,1.16988
021028,54.938987,-1.393566
276036TP,51.54306,-0.500973
E2382,52.332215,-0.788506
E5721,53.175194,-0.524002
E10120,51.120939,-0.616127
E24187,52.218546,1.268312
E6780,50.885427,0.672112
E5726,52.611622,-0.461792
240816TP,51.873475,-0.269208
50103,50.880864,-4.152815
47170,50.546683,-4.319646
531184,51.236826,-2.216949
E21335,52.132397,-0.953181
597519,54.362171,-2.342366
E23420,52.77483,1.151185
43105,51.358394,-1.927417
50194,51.024089,-4.236452
017651,55.000299,-1.68497
47108,50.586706,-4.106872
1813,51.749956,-2.336734
284703TP,51.178085,-0.133707
291241TP,51.367559,0.09523
E23646,52.571992,0.124144
48181,50.339136,-4.836569
568363,53.571911,-3.017001
1817,52.708345,-2.980518
531175,51.546033,-2.267448
592448,54.498872,-3.181948
083280,53.194682,-1.434915
E1928,53.135319,-0.008131
241790TP,51.871184,-0.064476
253340TP,51.878717,-1.737736
585022,54.440718,-2.825629
256345TP,52.168732,-1.235988
026090,54.760776,-1.340287
3178,52.999107,-1.06794
053532,54.318976,-1.637925
E8480,50.991504,0.152348
E22486,51.990419,0.395105
E24952,51.743647,0.324082
010660,55.320859,-2.396284
E24591,52.345564,0.484737
43103,51.164146,-1.894828
287946TP,51.415955,-0.162865
E2050,51.098285,0.395836
E2040,51.138337,0.459382
45167,50.908664,-3.226683
E24585,52.164986,-0.703865
010312,55.143004,-2.375693
E14420,50.824355,-1.559116
E1976,52.615107,-0.675844
43201,51.085428,-2.353299
3779,53.591168,-0.7392
E43545,53.2518,-0.151126
E5731,52.226854,-0.464875
035103,54.541989,-0.815179
E5170,51.117863,1.194265
1040,52.309441,-1.774803
574656,53.833251,-2.102519
E23440,52.825263,1.408721
E24908,51.584133,0.637851
039268,54.04064,-0.241524
592464,54.511299,-3.197753
014555,54.97002,-2.500603
1140,51.875411,-2.019556
288092TP,51.4214,-0.109429
44132,50.658982,-2.415165
3771,52.948025,-1.088386
47112,50.440912,-4.010253
591419,54.427181,-3.488178
E24732,52.516458,0.988183
569709,53.604601,-2.556847
50188,51.178491,-4.106562
45183,51.114443,-3.795033
3288,52.542109,-1.696942
46103,50.47913,-3.760983
E1966,52.5771,-0.125035
584772,54.3319,-2.69427
53111,51.315105,-2.495674
52149,50.937299,-2.527224
E24930,51.820817,1.005761
E21602,51.733425,0.429285
E8743,50.853435,-0.133909
3571,53.105132,-2.154547
E5723,53.093909,-0.172837
E1606,52.930882,-0.4014
034091,54.596104,-1.039588
575335,53.862447,-2.348914
605382,54.680261,-2.999541
E1716,52.434206,-0.92251
040492,53.6913,-0.031959
586898,54.420708,-2.977801
E14430,50.760875,-1.670302
45208,50.850579,-2.888483
1761,52.051393,-1.762976
3775,53.07731,-1.190151
1112,51.684691,-2.162673
600140,54.500172,-2.930285
48169,50.191057,-5.514391
53101,51.602099,-2.455479
E46331,53.248384,0.004612
077336,53.77754,-2.084173
3201,52.579333,-1.532878
E24940,51.835947,0.597384
51126,51.124753,-3.200962
E1980,52.24053,-1.091234
E5722,53.031102,-0.503575
E9660,50.929364,-0.469557
48157,50.286686,-4.810984
076413,53.83349,-1.58894
53103,51.530109,-1.896872
243543TP,51.866534,0.247617
E2433,52.296783,-0.670693
286392TP,51.400709,-0.284238
078772,53.552738,-1.824111
46161,50.384444,-3.523968
563599,53.462415,-2.368215
E5733,51.895742,0.451114
588705,54.190769,-3.163942
50101,50.975364,-4.291091
1771,52.911156,-2.637129
48159,50.222785,-5.161963
085960,53.527019,-1.385249
046222,53.719928,-0.676248
3198,52.530102,-1.383041
238944TP,51.677024,0.235326
47106,50.562235,-4.481386
E46341,52.538018,-0.337559
E21870,52.684352,0.927128
271491TP,51.330311,-0.763419
E911,51.372501,0.217586
025878,54.823818,-1.36572
55000A,53.425407,-2.622222
E8020,50.91155,0.289494
E5732,52.124227,0.957474
562656,53.539768,-2.35078
E24632,52.342401,-0.067451
49101,50.481782,-4.701312
000182TP,51.885257,-0.156869
50111,51.163435,-3.937101
592158,54.498215,-3.557159
E8030,50.99015,0.128061
47144,50.677206,-4.612016
070365,54.244415,-0.80684
E22683,51.971772,0.940138
E8290,51.434974,-0.353451
E5724,53.088074,0.270439
000076TP,51.701508,-0.747539
270669TP,51.292403,-1.035495
3323,53.025808,-1.723384
50105,50.703195,-3.977548
000997,55.58067,-1.645446
45100,51.161592,-3.769689
47160,50.877791,-4.488167
47156,50.700026,-4.056719
576635,53.774607,-2.703245
E4850,51.359322,1.403568
E24718,52.29472,0.332298
475212_TG_354,52.205774,-2.572843
290578TP,51.367354,0.204407
1747,52.806646,-2.49764
44201,50.613852,-1.958246
E24712,52.016759,-0.488107
006077,55.207377,-2.040032
51124,51.207152,-3.536655
E24141,52.307124,1.153055
531179,51.460233,-2.609517
3096,52.615214,-2.152813
246726TP,51.610639,-0.312441
054371,54.419203,-1.515299
E8040,50.930862,0.267671
47164,50.501188,-4.060758
562811,53.560873,-2.141109
46151,50.26339,-3.811942
E2527,52.191056,-1.087854
3604,53.223303,-1.115505
E3474,51.322006,1.228535
E46361,52.939919,-0.043906
E22335,51.946435,-0.544307
E3220,51.350566,0.74362
46107,50.58221,-3.897607
E24854,51.623807,0.826545
E24499,52.702495,0.692966
45204,50.816541,-3.085152
237740TP,51.600133,0.258985
